article_id,article_url,article_title,image_id,image_path,caption
11,https://newsradiowkcy.iheart.com/content/2023-07-19-16-year-old-died-in-an-accident-while-working-at-a-poultry-plant/,16-Year-Old Died In An Accident While Working At A Poultry Plant | NewsRadio WKCY,99C0B145B336E62FFAA36FB955FE0CF2,news_images/news_images/99C0B145B336E62FFAA36FB955FE0CF2.jpg,a group of workers in yellow aprons are working on a conveyor belt
12,https://www.lowellsun.com/2023/07/19/firms-with-flex-work-policies-are-hiring-faster-than-those-fully-in-office/,Firms with flex-work policies are hiring faster than those fully in office,022FB4047389C665142E24BA533D228F,news_images/news_images/022FB4047389C665142E24BA533D228F.jpg,a man is typing on his laptop while sitting at a desk
13,https://wkzo.com/2023/07/19/how-a-us-soldier-made-a-mad-dash-into-north-korea/,How a US soldier made a mad dash into North Korea,7D8DD8098AE5266DB35C68E94F5214DD,news_images/news_images/7D8DD8098AE5266DB35C68E94F5214DD.jpg,a house with an american flag on the front porch
14,https://wkdq.com/ixp/204/p/tenille-townes-train-track-worktapes-interview/,How Simple Human Kindness Inspired Tenille Townes' Latest EP,9453014B06898F46220309C0556545ED,news_images/news_images/9453014B06898F46220309C0556545ED.jpg,a woman with long hair playing an electric guitar
15,https://www.ksat.com/news/politics/2023/07/19/us-approves-13-billion-package-of-long-term-military-aid-for-ukraine/,US approves $1.3 billion package of long-term military aid for Ukraine,BC596F8F42F6C06084532D1BEC53691E,news_images/news_images/BC596F8F42F6C06084532D1BEC53691E.jpg,an african american man in a suit and tie holding a coffee cup
16,https://www.tnonline.com/20230719/simple-1-skillet-chicken-dinner-evokes-feelings-of-summer/,"Simple, 1-skillet chicken dinner evokes feelings of summer Ã¢â‚¬â€œ Times News Online",2DDA1050889E4E6E7274A00FBF90E793,news_images/news_images/2DDA1050889E4E6E7274A00FBF90E793.jpg,chicken with vegetables in a skillet on a table
17,https://www.ludlowadvertiser.co.uk/news/national/23667456.donald-trumps-bid-move-hush-money-criminal-case-rejected-judge/,Donald Trump's bid to move hush money criminal case rejected by judge,9EE44A97DB10968C551E1CCB2716A372,news_images/news_images/9EE44A97DB10968C551E1CCB2716A372.jpg,"president donald j trump speaks during a cabinet meeting at the white house in washington, dc, june 21, 2018"
18,https://www.al.com/sec/2023/07/sec-media-days-what-we-learned-from-alabama-florida-and-others-on-day-3.html,"SEC Media Days: What we learned from Alabama, Florida and others on Day 3",D5D71D5843951FC01E65D6B61F10EE88,news_images/news_images/D5D71D5843951FC01E65D6B61F10EE88.jpg,two people walking in front of the sec logo
19,https://whdg.com/2023/07/19/hear-a-preview-of-lady-as-new-song-love-you-back/,"Hear a preview of Lady A's new song, Love You Back",E8CD5B2C3FF44DE2F51E0C0C0A1A20A6,news_images/news_images/E8CD5B2C3FF44DE2F51E0C0C0A1A20A6.jpg,three men and a woman singing on stage
20,https://www.mapleridgenews.com/community/raffle-to-raise-money-for-essential-needs-at-maple-ridge-hospital/,Raffle to raise money for essential needs at Maple Ridge hospital,E10AAF224A9B0A006650B56E8C7279D3,news_images/news_images/E10AAF224A9B0A006650B56E8C7279D3.jpg,doctors performing surgery in an operating room
21,https://www.chathamdailynews.ca:443/news/local-news/former-simcoe-funeral-director-faces-criminal-charges-2,Former funeral director charged criminally | Chatham Daily News,0070CE162D4761C9C3E8299DBB01D103,news_images/news_images/0070CE162D4761C9C3E8299DBB01D103.jpg,a sign for a restaurant in front of a house
22,https://www.bloomberg.com/news/articles/2023-07-19/ups-to-restart-talks-with-union-to-head-off-potential-strike,"UPS, Teamsters Restart Talks to Head Off Potential Strike",C5F92410186769A3512D0AF29CE2DF45,news_images/news_images/C5F92410186769A3512D0AF29CE2DF45.jpg,a ups truck is parked in front of a building
23,https://www.aol.com/two-mothers-united-tragedy-organ-023157105.html,"Two mothers united by tragedy, organ donation stun with probably the most magical moment... ever experienced on America's Got Talent'",FCF54E02298B187CBFCA900AAEE136AB,news_images/news_images/FCF54E02298B187CBFCA900AAEE136AB.jpg,two women holding hands on stage at an america's got talent show
24,https://www.wisbechstandard.co.uk/news/national/23667440.leo-varadkar-meets-ukrainian-actor-kyiv-dublin-assault/,Leo Varadkar meets Ukrainian actor in Kyiv after Dublin assault,95324CE83E2F5AC9C0E492EB531312B9,news_images/news_images/95324CE83E2F5AC9C0E492EB531312B9.jpg,a man in a suit shaking hands with another man
25,https://www.thejakartapost.com/paper/2023/07/20/new-export-receipt-rules-mostly-good-but-must-not-hamper-cashflow.html,Export receipt rules must not hurt cashfl ow: Kadin,CD0A48824D13BC5FD8B56664C9E8FA47,news_images/news_images/CD0A48824D13BC5FD8B56664C9E8FA47.jpg,two men are fishing in the water with nets
26,https://gulfnews.com/uae/government/uae-president-mohamed-bin-zayed-receives-turkeys-president-recep-tayyip-erdogan-speaks-of-close-and-historic-ties-between-the-two-nations-1.97054734,"UAE President Mohamed bin Zayed receives Turkey's President Recep Tayyip Erdogan, speaks of close and historic ties between the two nations",BC69DE4EE26D0D811E5C7122F15030D8,news_images/news_images/BC69DE4EE26D0D811E5C7122F15030D8.jpg,two men shaking hands in front of a car
27,https://www.devdiscourse.com/article/politics/2529671-new-leader-of-moldovan-region-thanks-exiled-patron-backs-ties-with-russia,"New leader of Moldovan region thanks exiled patron, backs ties with Russia",1F892313042E73BF7019103C7A2D0C1C,news_images/news_images/1F892313042E73BF7019103C7A2D0C1C.jpg,a political cartoon of three men in suits and ties standing behind a podium
28,https://www.cairnspost.com.au/news/breaking-news/new-data-finds-subscriptions-services-first-to-go-in-costofliving-crisis/news-story/27cb40d1dda7f7e6f11863b36e8f3e20?nk=9549e4e3e87f3bf505286e5763acde09-1689799598,New data finds subscriptions services first to go in cost-of-living crisis,1932004E13675BE560701B519177B818,news_images/news_images/1932004E13675BE560701B519177B818.jpg,a person typing on a computer keyboard
29,https://scrippsnews.com/stories/trump-loses-bid-to-move-hush-money-case-to-federal-court/,Trump loses bid to move hush-money case to federal court,25EC81F7BCA27146B16F2DB3ECB5EE20,news_images/news_images/25EC81F7BCA27146B16F2DB3ECB5EE20.jpg,president donald trump speaks at a press conference
30,https://elvisduran.iheart.com/content/2023-07-19-ex-patriots-player-says-belichicks-success-was-all-from-tom-brady/,Ex-Patriots Player Says Belichick's Success 'Was All' From Tom Brady | Elvis Duran and the Morning Show,EB4115A5103A4422C65FDEBCA650D0E8,news_images/news_images/EB4115A5103A4422C65FDEBCA650D0E8.jpg,"new england patriots head coach tom brady talks with new england patriots quarterback tom brady during the first half of an nfl football game against the baltimore ravens in baltimore, maryland, sunday,"
31,https://www.aol.com/news/arrested-california-nurse-practitioner-abused-174137615.html,"Arrested California nurse practitioner has abused boys, men worldwide for decades, FBI says",74A122ED2AE76B25844A42D5F43C82C9,news_images/news_images/74A122ED2AE76B25844A42D5F43C82C9.jpg,handcuffs sitting on top of a police report
32,https://power96radio.com/ixp/719/p/a-famous-wisconsin-festival-is-suing-the-minnesota-twins/,A Famous Wisconsin Festival Is Suing The Minnesota Twins,C147F39F56EC805661F6451CEB75A037,news_images/news_images/C147F39F56EC805661F6451CEB75A037.jpg,a judge's gavel in front of a map of minnesota and the twin cities
33,https://www.dailynews.com/2023/07/19/am-i-crossing-picket-lines-if-i-see-a-movie-and-other-hollywood-strike-fan-questions-answered/,'Am I crossing picket lines if I see a movie?' and other Hollywood strike fan questions answered,45AE342047D53FA62D5A97B0E447AF2A,news_images/news_images/45AE342047D53FA62D5A97B0E447AF2A.jpg,a group of people holding signs in front of a building
34,https://www.dailycamera.com/2023/07/19/guest-opinion-robin-noble-boulder-should-wait-on-cannabis-hospitality/,Robin Noble: Boulder should wait on cannabis hospitality,9AE86B68C03040EF1E655CE16B4A164E,news_images/news_images/9AE86B68C03040EF1E655CE16B4A164E.jpg,a close up of a cannabis plant
35,https://wjbq.com/ixp/490/p/multiple-people-injured-as-car-slams-into-maine-moose-killing-it-before-plunging-into-trees/,"Multiple People Injured as Car Slams Into Maine Moose, Kills It",2875FFEFC07C5D510396321554B478E1,news_images/news_images/2875FFEFC07C5D510396321554B478E1.jpg,a car that crashed into a tree in the woods
36,https://www.foxbusiness.com/technology/meta-releases-ai-model-commercial-use-partnering-microsoft,"Meta releases AI model for commercial use, partnering with Microsoft",1C46ADC24A1CEA8CBBE1F3CEE072BA99,news_images/news_images/1C46ADC24A1CEA8CBBE1F3CEE072BA99.jpg,the word llama is displayed on the screen of a smartphone
37,https://927thedrive.net/news/breaking-national-news/22aebbf2b35afb1a92ba9d92c633b981,"Breaking National News - 92.7-FM TheDRIVE - Bob & Tom Mornings, Central New York's Best Rock All Day",B27310C1891195F8708866489774EB49,news_images/news_images/B27310C1891195F8708866489774EB49.jpg,"president donald trump speaks during a speech at the annual meeting of the world economic forum in davos, switzerland, january 22, 2020"
38,https://www.dailymail.co.uk/femail/article-12316115/Measles-ruined-health-life-Dont-let-happen-child-says-JENNI-MURRAY.html,"Measles has ruined my health for life. Don't let it happen to your child too, says JENNI MURRAY",FFBDCF18A2D918E2BA22DC42ABE0F88A,news_images/news_images/FFBDCF18A2D918E2BA22DC42ABE0F88A.jpg,a collage of pictures showing a woman holding a baby and an image of a graph
39,https://www.aol.com/lottery-fever-why-giant-jackpots-203538840.html,Lottery fever: Why do giant jackpots like Powerball whip people into a frenzy?,04EB592F97DD6EBB1D52BC0CD3A04D73,news_images/news_images/04EB592F97DD6EBB1D52BC0CD3A04D73.jpg,a woman smiles as she holds up some tickets in a store
40,https://power96radio.com/ixp/717/p/mn-woman-barbie-outfit-designer/,Minnesota Woman Who Designed Barbie's Outfits for 35 Years,9C6FDBB108B2BF41DFE8ED20E7454DE6,news_images/news_images/9C6FDBB108B2BF41DFE8ED20E7454DE6.jpg,"barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota, barbie minnesota,"
41,https://www.northcountrypublicradio.org/news/npr/1188328688/your-air-conditioner-isn-t-built-for-this-heat-5-tips-can-boost-performance,Your air conditioner isn't built for this heat. 5 tips can boost performance,5786AB0AC0139B7116AE5D64BC8426D4,news_images/news_images/5786AB0AC0139B7116AE5D64BC8426D4.jpg,a ladder and air conditioner on the side of a house
42,https://www.ksat.com/news/politics/2023/07/19/military-veteran-who-stormed-capitol-with-loaded-pistol-is-sentenced-to-7-years-in-prison/,Military veteran who stormed Capitol with loaded pistol is sentenced to 7 years in prison,0638D6DCC0FB95B0542B34558B3B4365,news_images/news_images/0638D6DCC0FB95B0542B34558B3B4365.jpg,a group of people holding an american flag in front of a building
43,https://www.healthcanal.com/uk/nutrition/diet/are-chocolate-chips-vegan,Are Chocolate Chips Vegan? Their Vegan Status In [UK] 2023,6EDAB96E665C76F006A6F466BAD76A05,news_images/news_images/6EDAB96E665C76F006A6F466BAD76A05.jpg,chocolate chips and white chocolate chips on a pink background
44,https://www.justjared.com/2023/07/19/bella-hadid-marc-kalman-split-after-2-years-of-dating-report/,"Bella Hadid & Marc Kalman Split After 2 Years of Dating (Report) | Bella Hadid, Marc Kalman, Split | Just Jared: Celebrity News and Gossip",719938B278B3227E9FFB57ACE6A644B2,news_images/news_images/719938B278B3227E9FFB57ACE6A644B2.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person,"
45,https://www.bournemouthecho.co.uk/news/national/23667497.varadkar-pledges-unwavering-solidarity-ukraine-day-long-visit-kyiv/,Varadkar pledges unwavering solidarity with Ukraine on day-long visit to Kyiv,1E2298503423BB06C9B9A0B9E9543AD9,news_images/news_images/1E2298503423BB06C9B9A0B9E9543AD9.jpg,two men and a woman standing in front of an old building
46,https://kashmirreader.com/2023/07/20/flood-like-situation-in-jammu-many-rivers-breach-danger-mark/,"Flood-like situation in Jammu, many rivers breach danger mark",6254CE51A425185A08E09DCF816CED6C,news_images/news_images/6254CE51A425185A08E09DCF816CED6C.jpg,an image of a river with a temple in the middle of it
47,https://shark1053.com/ixp/341/p/2023-summer-heat-records/,Why Is It So Hot This Summer? When Will It Cool Off?,7947B7DFC2963EAC496497457ED94D26,news_images/news_images/7947B7DFC2963EAC496497457ED94D26.jpg,a woman holding a thermometer in front of the sun
48,https://www.wwaytv3.com/cucalorus-film-festival-named-in-moviemakers-coolest-film-festivals-in-the-world/,Cucalorus Film Festival named in MovieMaker's coolest film festivals in the world,6D64C7A3B2FE4F7D8A7F878CCCF153EF,news_images/news_images/6D64C7A3B2FE4F7D8A7F878CCCF153EF.jpg,a large crowd of people in an auditorium
49,https://newstalk1290.com/ixp/62/p/hallmark-christmas-cruise/,Texans Who Love Christmas Can Set Sail on Hallmark's Cruise,CEF6AFC602F21CD3EB8050140F6AE75F,news_images/news_images/CEF6AFC602F21CD3EB8050140F6AE75F.jpg,a cruise ship in the ocean with christmas decorations
50,https://weisradio.com/2023/07/19/european-heat-wave-breaking-records-with-little-relief-in-sight/,"European heat wave breaking records with little relief in sight - WEIS | Local & Area News, Sports, & Weather",466ED8849B5B94D4030222DE19163822,news_images/news_images/466ED8849B5B94D4030222DE19163822.jpg,tourists in front of the colosseum in rome
51,https://www.washingtonpost.com/wellness/2023/07/19/florida-disabled-kids-institutions-judge-ruling/,Florida kept disabled kids in institutions. A judge is sending them home.,47CBF6E405309F99E62BF01A59D0BA98,news_images/news_images/47CBF6E405309F99E62BF01A59D0BA98.jpg,a man pushing a child in a stroller next to a pond
52,https://www.thenewsminute.com/article/politician-who-helped-sans-questions-crowds-bid-adieu-oommen-chandy-179961,Oommen Chandy: A politician who helped sans questions,62E625B047FE09A8000B750E93F65084,news_images/news_images/62E625B047FE09A8000B750E93F65084.jpg,an old man in a white shirt sitting on a couch
53,https://b105country.com/minnesota-bureau-of-criminal-apprehension-scam/,Minnesota Bureau of Criminal Apprehension Warns Of New Phone Scam,DAF7A430B46E8E81CB04BD71BB71094A,news_images/news_images/DAF7A430B46E8E81CB04BD71BB71094A.jpg,a person holding a cell phone with a call on the screen
54,https://wjbq.com/watch-maine-native-pick-up-a-cute-girl-through-the-window-of-a-boston-bar/,Watch Maine Native Pick Up a Cute Girl at a Boston Bar,B8FF3EF510AC8FDF9FC21506E77A1729,news_images/news_images/B8FF3EF510AC8FDF9FC21506E77A1729.jpg,a man giving a woman a kiss on the cheek
55,https://www.mapleridgenews.com/news/multiple-public-art-pieces-vandalized-in-creston-3-masked-suspects-at-large/,Multiple public art pieces vandalized in Creston; 3 masked suspects at large,620945813752CD864A75FFFE6E97D9B5,news_images/news_images/620945813752CD864A75FFFE6E97D9B5.jpg,a sculpture made out of blue and red boxes
56,https://www.seaforthhuronexpositor.com:443/entertainment/macmaster-leahy-dazzle-west-perth-audience,"MacMaster, Leahy perform in Mitchell | Seaforth Huron Expositor",55DEB8998292F512133A491D690F5FD9,news_images/news_images/55DEB8998292F512133A491D690F5FD9.jpg,a group of people in wheelchairs are playing music
57,https://www.owensoundsuntimes.com:443/news/local-news/100-women-who-care-donate-over-20k-to-community-meals-program-2,100 Women Who Care donate over $20K to community meals program,6CD322686D0A5C5B2E89E99192192066,news_images/news_images/6CD322686D0A5C5B2E89E99192192066.jpg,a group of people holding a large check in front of a church
58,https://www.institutionalinvestor.com/article/2by3eo2f2bba0bgqdww74/portfolio/investors-have-incomplete-data-on-corporate-emissions-gmo-wants-to-change-that,Investors Have Incomplete Data on Corporate Emissions. GMO Wants to Change That.,803AE23D0D7C6258092DCBA4D1CB1D85,news_images/news_images/803AE23D0D7C6258092DCBA4D1CB1D85.jpg,a city with smoke coming out of the chimneys
59,https://www.ludlowadvertiser.co.uk/news/national/23667386.sunak-braces-tories-tough-battle-thursdays-three-by-elections/,Sunak braces Tories for 'tough battle' in Thursday's three by-elections,CFF4A2D5C62146481880C1F6D912A164,news_images/news_images/CFF4A2D5C62146481880C1F6D912A164.jpg,a close up of a man in a suit and tie
60,https://www.ludlowadvertiser.co.uk/news/national/23667424.former-green-co-leader-selected-fight-partys-seat-next-election/,Former Green co-leader selected to fight for party's seat at next election,37DCBCAA7CF324ACE51ABFC20DA843CA,news_images/news_images/37DCBCAA7CF324ACE51ABFC20DA843CA.jpg,a woman in a black dress and green handbag walking in front of tower bridge
61,https://kcby.com/news/nation-world/texas-woman-jailed-in-dubai-for-screaming-family-says-houston-katy-tx-united-arab-emirates-persian-gulf-middle-east-american-detained-overseas,American woman in Dubai charged with screaming in public,7E81B0A17CDE295F0EBB5C604D301300,news_images/news_images/7E81B0A17CDE295F0EBB5C604D301300.jpg,"dubai, united arab emirates - dubai, united arab emirates - dubai, united arab emirates - dubai, united arab emirates - dubai, united arab emirates"
62,https://majic959.iheart.com/content/2023-07-19-britney-spears-william-release-teaser-for-upcoming-collab/,Britney Spears & Will.i.am Release Teaser For Upcoming Collab,D46E812FA500D388D524F5553A2FAD4C,news_images/news_images/D46E812FA500D388D524F5553A2FAD4C.jpg,britney spears and will.i.am
63,https://www.aol.com/news/green-groups-demand-us-end-173925091.html,Green groups demand US end talks on certified natural gas standards,E2B510A31491CC4DF1F6FD31EB822B6C,news_images/news_images/E2B510A31491CC4DF1F6FD31EB822B6C.jpg,a truck drives past a drilling rig on the highway
64,https://www.pressdemocrat.com/article/news/little-relief-in-sight-from-onslaught-of-searing-heat-and-rising-floodwater/,Little relief in sight from onslaught of searing heat and rising floodwaters in parts of US,00B3D27C173205272331724BC339A22A,news_images/news_images/00B3D27C173205272331724BC339A22A.jpg,a woman leaning against a brick wall with a water bottle
65,https://kashmirreader.com/2023/07/20/from-brain-drain-to-drained-brain/,From 'Brain Drain' to 'Drained Brain' Ã¢â‚¬â€œ Kashmir Reader,91434C07A6A0507F612BCE07978ADAB4,news_images/news_images/91434C07A6A0507F612BCE07978ADAB4.jpg,a person writing with a fountain pen on a piece of paper
66,https://www.healthcanal.com/nutrition/diet/is-vodka-gluten-free,Is Vodka Gluten Free: Gluten-Free Beverages For 2023,A0F06642876ACB6B09EF4321CB94B612,news_images/news_images/A0F06642876ACB6B09EF4321CB94B612.jpg,two glasses filled with water and a pickle
67,https://www.chathamdailynews.ca:443/news/local-news/brantford-nominated-for-award-related-to-filming-of-the-handmaids-tale,Brantford nominated for award related to filming of The Handmaid's Tale,2FF98CA9129B37492B431F0083363942,news_images/news_images/2FF98CA9129B37492B431F0083363942.jpg,a large group of people standing in front of a building
68,https://www.newarab.com/news/moroccos-king-invites-israel-pm-visit-after-western-sahara-recognition,Morocco's king invites Israel PM for visit after Western Sahara recognition,E0811C90BC524D42BCFCD96012115750,news_images/news_images/E0811C90BC524D42BCFCD96012115750.jpg,israeli prime minister benjamin netanyahu
69,https://coastalreview.org/2023/07/attorney-general-stein-discusses-environmental-concerns/,Attorney General Stein discusses environmental concerns,5DB190A2250A5DE6BD27BEFFA4C15DF9,news_images/news_images/5DB190A2250A5DE6BD27BEFFA4C15DF9.jpg,two men sitting at a table talking to each other
70,https://news.yahoo.com/u-sanctions-14-iraqi-banks-192434204.html,U.S. sanctions 14 Iraqi banks in crackdown on Iran dollar trade,A489955354137DE21CC89DDC0A5C955A,news_images/news_images/A489955354137DE21CC89DDC0A5C955A.jpg,a man is counting money in front of a cash register
71,https://www.12news.com/article/news/nation-world/carlee-russell-case-hoover-police-update/507-120ec6bc-447c-43b9-a2b8-5252b320f6ea,"Carlee Russell latest: Police detail online searches, 911 call",DD2395BD9283555330E1B0085D722365,news_images/news_images/DD2395BD9283555330E1B0085D722365.jpg,a woman in a white shirt and jacket is standing in front of a building
72,https://www.gatorcountry.com/feature/florida-gators-players-notebook-from-sec-media-days/,Florida Gators players notebook from SEC Media Days,1770B94FDF62710317950972192E317C,news_images/news_images/1770B94FDF62710317950972192E317C.jpg,a football player is running with the ball
73,https://www.wfyi.org/news/articles/what-to-do-if-there-are-pfas-in-your-water,What to do if there are PFAS in your water,B4DC12AFCD6D991EB67775BBA798D5D1,news_images/news_images/B4DC12AFCD6D991EB67775BBA798D5D1.jpg,a kitchen sink with a faucet and soap
74,https://hot949allthehits.iheart.com/content/2023-07-19-kim-petras-reveals-how-she-felt-after-her-original-debut-album-leaked/,Kim Petras Reveals How She Felt After Her Original Debut Album Leaked,A5FF793E300F9A5A1ACEB0921E26CAF6,news_images/news_images/A5FF793E300F9A5A1ACEB0921E26CAF6.jpg,a woman in a dress and gloves at the billboard women in music awards
75,https://wkzo.com/2023/07/19/kalamazoo-man-facing-several-charges-after-multi-law-enforcement-chase-and-arrest/,Kalamazoo man facing several charges after multi-law enforcement chase and arrest,9F04CFE0DDBA1FE2925F7ACFD12F0CBA,news_images/news_images/9F04CFE0DDBA1FE2925F7ACFD12F0CBA.jpg,the inside of a jail cell with bars
76,https://www.investmentexecutive.com/news/research-and-markets/u-k-inflation-falls-by-more-than-anticipated-to-a-15-month-low/,U.K. inflation falls by more than anticipated to a 15-month low,5977476D371A08807B962A128E753011,news_images/news_images/5977476D371A08807B962A128E753011.jpg,a large building with columns in front of tall buildings
77,https://www.arkansasonline.com/news/2023/jul/19/arkansas-attorney-general-joins-alliance-to-address-organized-retail-crime/,Arkansas attorney general joins alliance to address organized retail crime,8055F8978DE28C6FEF4F0EE1775DEFB6,news_images/news_images/8055F8978DE28C6FEF4F0EE1775DEFB6.jpg,a man giving a speech at a podium with an american flag behind him
78,https://www.wftv.com/news/trending/mississippi-deputies-corral-camel-that-escaped-nearby-farm/NU5G6NCG7BGZTBWU3S2XT23YYY/,Mississippi deputies corral camel that escaped from nearby farm,CB4DCA68430F37EC1DD0588FFF37A3A3,news_images/news_images/CB4DCA68430F37EC1DD0588FFF37A3A3.jpg,a man in a cowboy hat is petting a camel
79,https://www.hola.com/us/entertainment/20230719348213/jenna-ortega-paul-rudd-strike/,Jenna Ortega & Paul Rudd to star in film despite strike,D9678D4AE1E6A06F3A5EF6ECDE899641,news_images/news_images/D9678D4AE1E6A06F3A5EF6ECDE899641.jpg,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person,"
80,https://www.ksat.com/business/2023/07/19/netflixs-2q-subscriber-growth-surges-in-a-sign-that-crackdown-on-password-sharing-is-paying-off/,Netflix's 2Q subscriber growth surges in a sign that crackdown on password sharing is paying off,F25A2E6C986F5911EEFAD887769DBC4C,news_images/news_images/F25A2E6C986F5911EEFAD887769DBC4C.jpg,the netflix logo is displayed on a television screen
81,https://www.theepochtimes.com/salesforce-ceo-warns-san-franciscos-downtown-is-never-coming-back_5409576.html,Salesforce CEO Warns San Francisco's Downtown Is 'Never' Coming Back,F260125C670B9767D8A0D3D9ED129799,news_images/news_images/F260125C670B9767D8A0D3D9ED129799.jpg,a man walks past a store that is for sale
82,https://www.yahoo.com/lifestyle/over-400-people-found-dead-192133161.html,"Over 400 People Found Dead, Allegedly Connected to Doomsday Cult",51B93859674EB4679B2C3CA9F3734576,news_images/news_images/51B93859674EB4679B2C3CA9F3734576.jpg,a man in a white shirt and vest is walking down a dirt road
83,https://www.foxbusiness.com/technology/netflix-stops-offering-basic-membership-plan-us,Netflix stops offering basic membership plan in US,9AC0B3541C7207B877D9064B8CC2BF57,news_images/news_images/9AC0B3541C7207B877D9064B8CC2BF57.jpg,a close up of the netflix logo on a remote control
84,https://www.ksat.com/entertainment/2023/07/19/what-residuals-are-and-why-hollywood-actors-and-writers-are-striking-over-them/,What residuals are Ã¢â‚¬â€ and why Hollywood actors and writers are striking over them,9B2EE2901B3A92906987266A59E6DCEA,news_images/news_images/9B2EE2901B3A92906987266A59E6DCEA.jpg,a group of people holding signs at a protest
85,https://www.nugget.ca:443/news/santa-will-be-in-north-bay-this-weekend,'Santa' will be in North Bay this weekend,E6408AD966FDDF1D965E56073025A5F4,news_images/news_images/E6408AD966FDDF1D965E56073025A5F4.jpg,a man dressed as santa claus sits in a sleigh reading a book
86,https://catcountry1071.iheart.com/content/2023-07-19-kelsea-ballerini-to-host-exclusive-rolling-up-the-welcome-mat-screenings/,Kelsea Ballerini To Host Exclusive 'Rolling Up The Welcome Mat' Screenings,3C2987A281F629558A8D7B5BE6F05924,news_images/news_images/3C2987A281F629558A8D7B5BE6F05924.jpg,a woman holding a guitar in front of a microphone
87,https://www.dailytribune.com/2023/07/19/aidan-hutchinson-listed-as-lions-breakout-player-to-watch/,Aidan Hutchinson listed as Lions breakout player to watch,B91FA5267D23A4B6931807FA065D056C,news_images/news_images/B91FA5267D23A4B6931807FA065D056C.jpg,two nfl players are holding each other during a game
