article_id,article_url,article_title,image_id,image_path,caption
8518,https://resolver.kb.nl/resolve?urn=ABCDDD:010880409:mpeg21:p002,Dividend for 1971 is reduced Akzo writes down 150 million on surplus factories,51ea0aad08832b2d93c4c01c68f14a14,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/51ea0aad08832b2d93c4c01c68f14a14.jpg,an old black and white photo of a man working on a machine
8514,https://resolver.kb.nl/resolve?urn=ABCDDD:010880263:mpeg21:p015,WITH LEAD IN THE LEGS TO SALLANCHES Jan Janssen saves from difficult mountain stage,5d6d158237dc4e813f6bdddb3e655952,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/5d6d158237dc4e813f6bdddb3e655952.jpg,a black and white photo of a group of men riding bicycles
8513,https://resolver.kb.nl/resolve?urn=ABCDDD:010880263:mpeg21:p011,TOURISM TO POLAND IS ROWING SLOWLY,40c33ee9c01a7fb368b31a5981847927,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/40c33ee9c01a7fb368b31a5981847927.jpg,an old black and white photo of an old building
8512,https://resolver.kb.nl/resolve?urn=ABCDDD:010880263:mpeg21:p001,LETTER FROM WARSAW REJECTED Doebsek: we will continue,b7bc7d667610be21b9799fe39ee86995,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/b7bc7d667610be21b9799fe39ee86995.jpg,a black and white photo of a man handing something to another man
8599,https://resolver.kb.nl/resolve?urn=ABCDDD:010866779:mpeg21:p009,Is a pharmacist a retailer or healthcare provider?,ec953dd7fb3eb2980b02dce8d4b1e03e,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/ec953dd7fb3eb2980b02dce8d4b1e03e.jpg,an old black and white photo of a warehouse
8597,https://resolver.kb.nl/resolve?urn=ABCDDD:010866779:mpeg21:p005,Israeli army begins retreat from Gaza Strip,835367d0750b20ace36608576a0d8cad,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/835367d0750b20ace36608576a0d8cad.jpg,an old black and white photo of two men and a woman
8596,https://resolver.kb.nl/resolve?urn=ABCDDD:010866779:mpeg21:p004,Only the national parliaments decide the future of Europe. The European Parliament remains a weak link,a91817388cf7a4a24ad3bb5597ec1ff5,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/a91817388cf7a4a24ad3bb5597ec1ff5.jpg,an old black and white photo of a group of people sitting in a room
8593,https://resolver.kb.nl/resolve?urn=ABCDDD:010866774:mpeg21:p006,Rutskoy makes a comeback on the political stage,c11aa3ad1840f9b2141a60998a3a848f,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/c11aa3ad1840f9b2141a60998a3a848f.jpg,a black and white photo of a man holding a communist flag
8595,https://resolver.kb.nl/resolve?urn=ABCDDD:010866774:mpeg21:p005,A kindred spirit of Noriega becomes president of Panama,d555142d747f0b32b1367e1055938d00,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/d555142d747f0b32b1367e1055938d00.jpg,a black and white photo of a man and woman in front of a crowd
8594,https://resolver.kb.nl/resolve?urn=ABCDDD:010866774:mpeg21:p002,Director of electricity producer SEP advocates the introduction of 'cleaned' competition. Recession puts pressure on increase in energy consumption,6924fa40bd2b9390819b3382bf008b50,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/6924fa40bd2b9390819b3382bf008b50.jpg,a black and white photo of a factory with smoke coming out of it
8592,https://resolver.kb.nl/resolve?urn=ABCDDD:010866774:mpeg21:p001,South Africa's first black president promises crowds in Cape Town jobs and reconciliation Emotional scenes during Mandela's election,d536a1e238dc27fbeae42bccb560c924,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/d536a1e238dc27fbeae42bccb560c924.jpg,a black and white photo of three men in suits and ties
8591,https://resolver.kb.nl/resolve?urn=ABCDDD:010866768:mpeg21:p013,A good debate on TV scores points,12ed56f21f33393cff06797ae4d4f30f,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/12ed56f21f33393cff06797ae4d4f30f.jpg,a black and white photo of a large group of people
8589,https://resolver.kb.nl/resolve?urn=ABCDDD:010866768:mpeg21:p006,Tremelo mourns the Pope who does not come,123afb66ccf848025419c43d52a7d85b,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/123afb66ccf848025419c43d52a7d85b.jpg,a black and white photo of an old woman sitting on the steps of an empty stadium
8587,https://resolver.kb.nl/resolve?urn=ABCDDD:010866768:mpeg21:p002,African imports put pressure on floriculture,eed86dd1509cabcd0ea05ab735a9dc23,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/eed86dd1509cabcd0ea05ab735a9dc23.jpg,an old black and white photo of a man working in a factory
8600,https://resolver.kb.nl/resolve?urn=ABCDDD:010866563:mpeg21:p009,More Europe does not automatically mean more power for Brussels,2aef436d8589b24d303c598ad5736f00,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/2aef436d8589b24d303c598ad5736f00.jpg,a black and white photo of a man giving a speech at a podium
8532,https://resolver.kb.nl/resolve?urn=ABCDDD:010823895:mpeg21:p001,Mr Willem Aantjes rejects political positions CDA stunned and defeated,c4507ad021865cc5d0f89fc2ce3edc5a,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/c4507ad021865cc5d0f89fc2ce3edc5a.jpg,an old newspaper clipping with two men sitting at a table
8571,https://resolver.kb.nl/resolve?urn=ABCDDD:010819797:mpeg21:p001,Court bans US actions against Nicaragua,3094c8d2d24724cd7bc99f0250479f1a,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/3094c8d2d24724cd7bc99f0250479f1a.jpg,a black and white photo of a group of people in suits and ties
8570,https://resolver.kb.nl/resolve?urn=ABCDDD:010819663:mpeg21:p009,"SPORT Impending departure of star players Cruijff and Gullit Feyenoord: title now, but worries later",83d92d612e4869d16c1c2b7d8411fee9,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/83d92d612e4869d16c1c2b7d8411fee9.jpg,a black and white photo of a crowd of people in a stadium
8569,https://resolver.kb.nl/resolve?urn=ABCDDD:010819663:mpeg21:p006,"Tilburg continues to provide help, but in a different way. Polish hospitals also need knowledge",6d0883565decb2eee7a76022ad60ce15,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/6d0883565decb2eee7a76022ad60ce15.jpg,an old black and white photo of cars and trucks on the side of the road
8568,https://resolver.kb.nl/resolve?urn=ABCDDD:010819663:mpeg21:p001,Soviet Union does not avoid discussions with Americans,0c2ae1ed36cd06fac16378ada8ced9ac,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/0c2ae1ed36cd06fac16378ada8ced9ac.jpg,a black and white photo of an older man in a suit
8567,https://resolver.kb.nl/resolve?urn=ABCDDD:010819645:mpeg21:p007,Space shuttle takes off on a repair flight,2fe101b78fb91802455d4c8f5243c2be,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/2fe101b78fb91802455d4c8f5243c2be.jpg,a black and white photo of an astronaut on the moon
8565,https://resolver.kb.nl/resolve?urn=ABCDDD:010819645:mpeg21:p004,Utrecht continues to grumble about the loss of its own orchestra,d41478f6cf679f21fc7c458d97da628f,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/d41478f6cf679f21fc7c458d97da628f.jpg,an old black and white photo of a woman playing the trombone
8566,https://resolver.kb.nl/resolve?urn=ABCDDD:010819645:mpeg21:p004,From 'rebel club to famous company' by Eva van Schaik,face51f3e0d76c40e8b784cd8ae402d4,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/face51f3e0d76c40e8b784cd8ae402d4.jpg,a black and white photo of three men smiling
8510,https://resolver.kb.nl/resolve?urn=ABCDDD:010814047:mpeg21:p001,SAIGON STRENGTHENS ARMY 'to prepare peace',c032a4cdc9beb794e1716b5e8303136d,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/c032a4cdc9beb794e1716b5e8303136d.jpg,a black and white photo of two men walking down the street
8508,https://resolver.kb.nl/resolve?urn=ABCDDD:010814016:mpeg21:p001,Heavy fighting during Israeli punitive expedition in Jordan TWELVE HOURS OF WAR IN MIDDLE EAST TEL AVIV/AMMAN,084d9c4182d5568b0d8903e874894cf0,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/084d9c4182d5568b0d8903e874894cf0.jpg,an old black and white photo of people standing around a helicopter
20016,https://assets.msn.com/labs/mind/BBy5rVe.html,Best Sports Car Deals for October,56e4cfc97ab445d88b960609a00401d9,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/56e4cfc97ab445d88b960609a00401d9.jpg,the alfa romeo giuliano giuliano giuliano giuliano giuliano giuliano giuliano giuliano giuliano giuliano giuliano
10689,https://assets.msn.com/labs/mind/BBWzxoR.html,Robert Kraft reportedly wants Rob Gronkowski back for the playoffs,6e86eb6bed1c4e5ca3b302902a9015a8,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/6e86eb6bed1c4e5ca3b302902a9015a8.jpg,a man in a baseball uniform is smiling for the camera
10684,https://assets.msn.com/labs/mind/BBWzx8x.html,Making a Case for A.J. Hinch as Manager of the Year,c022c2af04cb46a181aab23c8960ec1b,/content/news_images/newsimages_test_and_evaluation_26_v1.0/news_images_evaluation/c022c2af04cb46a181aab23c8960ec1b.jpg,a baseball player sitting in front of a microphone
